name,rating,region_africa_arabia,region_caribbean,region_central_america,region_hawaii,region_asia_pacific,region_south_america,agtron,aroma,acid,body,flavor,aftertaste,desc_1,roast_Dark,roast_Light,roast_Medium,roast_Medium-Dark,roast_Medium-Light,cluster
Indonesia Sumatra Kerinci Valley,94,0,0,0,0,1,0,0.7833333333333333,9.0,9.0,9.0,9.0,8.0,"Richly chocolaty, sweetly earth-toned. Sandalwood, dried black cherry, freesia-like flowers, marjoram, fresh-turned humus in aroma and cup. Balanced, bittersweet structure with resonant, understated acidity; viscous, satiny mouthfeel. The finish centers around notes of sandalwood and dried black cherry.",0,0,1,0,0,2
Aged Sumatra Semiga,94,0,0,0,0,1,0,0.8,9.0,9.0,9.0,9.0,8.0,"Deeply sweet-savory. Pipe tobacco, scorched clove, dark chocolate, ripe banana, a hint of freesia-like flowers in aroma and cup. Balanced, bittersweet structure with soft acidity; very full, syrupy-smooth mouthfeel. Savory-leaning finish with notes of pipe tobacco and scorched clove, lifted by a crisp dark chocolate.",0,0,0,1,0,2
Yemen Haraaz Red Mahal Aqeeq ul Station Natural,97,1,0,0,0,0,0,0.7631578947368421,10.0,9.0,9.0,10.0,9.0,"Lyrically sweet, stunningly deep, engagingly complex. Dried black cherry, black sage, wild honey sandalwood, honeysuckle in aroma and cup. Juicy-bright structure with malic (green-apple-like) acidity; luscious, satiny mouthfeel. Integrated, multi-layered, flavor-saturated finish.",0,0,0,0,1,2
Ethiopia Raro Boda,94,1,0,0,0,0,0,0.7567567567567568,9.0,9.0,9.0,9.0,8.0,"Citrusy-sweet, richly cocoa-toned. Tangerine, cocoa nib, marjoram, narcissus, fresh-cut cedar in aroma and cup. Sweetly tart structure with bright, balanced acidity; silky-smooth mouthfeel. Finish consolidates to pretty notes of cocoa nib and tangerine.",0,0,0,0,1,2
Colombia Geisha Cordillera,95,0,0,0,0,0,1,0.7435897435897436,9.0,9.0,9.0,9.0,9.0,"Richly aromatic, chocolaty and fruit-driven. Dark chocolate fudge, dried blueberry, baking spices (clove, nutmeg, cinnamon), magnolia, a hint of wine barrel in aroma and cup. Deeply sweet structure with fruit-toned acidity; creamy, smooth mouthfeel. Long, resonant finish: chocolate, flowers, fruit.",0,0,0,0,1,2
Guatemala Antigua Pastores,92,0,0,1,0,0,0,0.7631578947368421,9.0,8.0,9.0,8.0,8.0,"Sweetly nut-toned. Hazelnut butter, red apple, lemon verbena, cedar, agave syrup in aroma and cup. Sweet structure with gently brisk acidity; very full, satiny mouthfeel. The nut-toned finish is supported by suggestions of lemon verbena and cedar.",0,0,0,0,1,2
Honduras COMSA Oscar Omar Alonzo,93,0,0,1,0,0,0,0.7837837837837838,9.0,8.0,9.0,9.0,8.0,"A balanced honey-processed cup that leads with stone fruit and vanilla-like floral notes — sweet, tart, and especially aromatic.",0,0,0,0,1,2
Peru Garden of Eden Farcent Geisha Anaerobic Washed,94,0,0,0,0,0,1,0.7948717948717948,9.0,9.0,9.0,9.0,8.0,"Sweet-toned, gently fermenty. Lime zest, magnolia, cocoa nib, watermelon candy, a hint of aged grappa in aroma and cup. Brightly sweet with high-toned acidity; full, syrupy-smooth mouthfeel. In the short finish, crisp cocoa nib gives weight to watermelon candy notes; lime zest resurfaces in the long. ",0,0,0,0,1,2
Ethiopia Yirgacheffe,93,1,0,0,0,0,0,0.7837837837837838,9.0,9.0,8.0,9.0,8.0,"Juicy, citrusy-sweet. Tangerine, cocoa nib, plum, marjoram, freesia-like flowers in aroma and cup. Sweet-tart structure with vibrant, high-toned acidity; lightly satiny mouthfeel. The finish consolidates to notes of tangerine zest and cocoa nib.",0,0,0,0,1,2
Ethiopia Sidama,93,1,0,0,0,0,0,0.7837837837837838,9.0,8.0,9.0,9.0,8.0,"Sweet, crisply brisk, orangy, balanced. Orange, freesia, fresh-cut fir, hints of cocoa nib and molasses. Bittersweet in structure with a sweet but brisk acidity. Lightly syrupy, lifty and lively mouthfeel. Gently but richly drying finish: orange, fir, a hint of cocoa nib.",0,0,0,0,1,2
Ethiopia Halo Beriti,96,1,0,0,0,0,0,0.7792207792207793,9.0,9.0,9.0,10.0,9.0,"Richly floral, deeply savory, invitingly complex. Lilac, cocoa nib, strawberry guava, myrrh, salted caramel in aroma and cup. Sweet-savory structure with sparkling acidity; elegantly viscous mouthfeel. Long, lingering cocoa- and floral-toned finish.",0,0,0,0,1,2
Costa Rica La Chumeca,94,0,0,1,0,0,0,0.7692307692307693,9.0,9.0,9.0,9.0,8.0,"Sweetly tart, juicy and vibrant. Pink grapefruit, nectarine, cocoa nib, lavender, cedar in aroma and cup. High-toned structure with sweet, lively acidity; full, syrupy mouthfeel. The resonant finish consolidates to notes of cocoa-toned fruit supported by cedar.",0,0,0,0,1,2
Yemen Mocha Haimi,93,1,0,0,0,0,0,0.7402597402597403,9.0,8.0,9.0,9.0,8.0,"Quietly complex, gently bright. Macadamia nut, baking chocolate, magnolia, blackberry, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; full, syrupy mouthfeel. The resonant finish centers around notes of crisp chocolate and cedar.",0,0,0,0,1,2
Red Sunset by Andres Cardona,94,0,0,0,0,0,1,0.7534246575342466,9.0,9.0,9.0,9.0,8.0,"Elegant, gently fruit-forward. Black cherry, lychee, almond, marjoram, cedar in aroma and cup. Sweetly tart with high-toned acidity; plush, syrupy mouthfeel. The resonant finish is centered around notes of lychee and almond.",0,0,0,0,1,2
Colombia Laboyano,92,0,0,0,0,0,1,0.717948717948718,9.0,8.0,8.0,9.0,8.0,"Bright but balanced; cleanly classic washed profile. Distinct apricot,",0,0,0,0,1,2
Ethiopia Natural Guji Hambela SASA Lot 10,93,1,0,0,0,0,0,0.775,9.0,8.0,9.0,9.0,8.0,"Richly sweet-tart, deeply berry-toned. Fresh blueberry, rhododendron, Meyer lemon zest, dark chocolate, fresh-cut oak in aroma and cup. Sweet-toned structure with gentle, round acidity; very syrupy-smooth mouthfeel. Finish consolidates to notes of blueberry and dark chocolate with oak undertones.",0,1,0,0,0,2
El Salvador Monte Verde,92,0,0,1,0,0,0,0.8611111111111112,9.0,8.0,8.0,9.0,8.0,"Sweet-toned, straightforward, comfortable. Brown sugar, cocoa, gardenia, hazelnut, a hint of orange marmalade in aroma and cup. Balanced in structure, with gentle, round acidity; delicately plush mouthfeel. The exceptionally sweet finish consolidates around flowers, cocoa, hazelnut. ",0,0,0,0,1,2
Bait Alal Community,93,1,0,0,0,0,0,0.7567567567567568,9.0,8.0,9.0,9.0,8.0,"Sweetly bright, intense, perfumy. Passionfruit, banana, chocolate fudge, cedar, lily in aroma and cup. Juicy and lactic tangy-sweet in structure; creamy-smooth in mouthfeel. The sweet but gently drying finish consolidates to suggestions of chocolate, fruit and lily.",0,0,0,0,1,2
Kenya Rugeto Peaberry,93,1,0,0,0,0,0,0.734375,9.0,9.0,8.0,9.0,8.0,"Richly sweet, spice-toned. Roasted cacao nib, tamarind, tangerine zest, freesia-like flowers, almond in aroma and cup. Sweet-tart structure with juicy acidity; crisp, satiny mouthfeel. Resonant finish centers on notes of cocoa-toned tamarind and freesia.",0,0,1,0,0,3
Kenya Gathaithi AA,94,1,0,0,0,0,0,0.7631578947368421,9.0,9.0,9.0,9.0,8.0,"Rich-toned, complex. Blackberry, dark chocolate, magrut lime leaf, fresh-cut cedar, narcissus in aroma and cup. Balanced, sweetly tart structure with juicy-bright acidity; plush, creamy mouthfeel. The long finish consolidates to blackberry and dark chocolate notes with hints of pink peppercorn.",0,0,0,0,1,3
Gatomboya Kenya,93,1,0,0,0,0,0,0.717948717948718,9.0,8.0,9.0,9.0,8.0,"Deep-toned, sweetly savory. Ripe tomato, baking chocolate, black currant, fresh-cut oak, lemon verbena in aroma and cup. Sweet-savory structure with crisp acidity; plush, syrupy mouthfeel. A quiet finish centers around notes of baking chocolate and aromatic oak.",0,0,0,0,1,3
Panama Pacamara Natural,94,0,0,1,0,0,0,0.7428571428571429,9.0,9.0,9.0,9.0,8.0,"Rich-toned, chocolaty, fruit-centered. Chocolate fudge, persimmon, magnolia, oak, molasses in aroma and cup. Sweet savory structure with balanced, vibrant acidity; very full, syrupy mouthfeel. The finish consolidates to notes of chocolate fudge and magnolia with undertones of oak.",0,0,0,0,1,3
Costa Rica Cloza Estate,93,0,0,1,0,0,0,0.725,9.0,8.0,9.0,9.0,8.0,"Crisp, balanced, richly nut-toned. Nutella, red apple, freesia, agave syrup, cedar in aroma and cup. Very sweet in structure with brisk acidity; plush, syrupy-smooth mouthfeel. Sweetly nut-toned finish supported by freesia-like floral tones.",0,0,0,0,1,3
Ethiopia Gedeo Kochere Reko Natural,94,1,0,1,0,0,0,0.7619047619047619,9.0,9.0,9.0,9.0,8.0,"Richly sweet-tart, fruit-toned. Dried raspberry, dark chocolate, musk, almond, honeysuckle in aroma and cup. Deeply sweet structure with wine-like acidity; plush, creamy mouthfeel. The finish consolidates to notes of dark chocolate and almond with undertones of raspberry.",0,1,0,0,0,3
Burundi Natural Anaerobic Kibingo,93,1,0,0,0,0,0,0.7948717948717948,9.0,8.0,9.0,9.0,8.0,"High-toned, sweetly tart. Black cherry, dark chocolate, pink peppercorn, pineapple saltwater taffy, redwood in aroma and cup. Crisply tart structure with brisk acidity; plush, syrupy mouthfeel. Fruity, chocolaty finish with undertones of pink peppercorn.",0,0,0,0,1,3
Kona Double-Washed Black Rock Farm,92,0,0,0,1,0,0,0.7534246575342466,9.0,8.0,8.0,9.0,8.0,"Crisply sweet, deep-toned. Hazelnut butter, orange zest, baking chocolate, fresh-cut fir, freesia in aroma and cup. Sweet structure with crisp, citrusy acidity; smooth, satiny mouthfeel. Nut-toned finish with baking chocolate and orange zest as supporting notes.",0,0,0,0,1,3
Ethiopia Guji Washed G1 Uncle Select Lot 21/01,93,1,0,0,0,0,0,0.7837837837837838,9.0,9.0,8.0,9.0,8.0,"Crisply sweet, floral-toned. Jasmine, cocoa nib, apricot, oak, thyme in aroma and cup. Sweet-toned structure with bright acidity. Silky-smooth mouthfeel. The finish consolidates to notes of cocoa-toned jasmine.",0,0,0,0,1,3
Kenya Kabingara,94,1,0,0,0,0,0,0.725,9.0,9.0,8.0,9.0,9.0,"High-toned, crisply sweet. Mango, halvah, fine musk, freesia, dark chocolate in aroma and cup. Sweetly tart structure with bright, juicy acidity; plump, velvety mouthfeel. The lingering, resonant finish carries through on the vivacious, complex promise of the cup.",0,0,0,0,1,3
Nyakibanda Rwanda,93,1,0,0,0,0,0,0.7702702702702703,9.0,9.0,8.0,9.0,8.0,"Bright, balanced, citrusy. Tangerine, almond butter, apple blossom, baking chocolate, cedar in aroma and cup. Sweet-toned structure with high-toned acidity; delicate, satiny mouthfeel. The nut- and citrus-toned finish is supported by crisp baking chocolate.",0,0,0,0,1,3
Butare Huye of Rwanda,91,1,0,0,0,0,0,0.78125,9.0,8.0,8.0,9.0,7.0,"Richly sweet, balanced. Orange zest, baking chocolate, black tea, pear, oak in aroma and cup. Sweet-tart in structure with brisk acidity; satiny-smooth mouthfeel. The resonant though tannic finish is carried by notes of baking chocolate and fresh-cut cedar.",0,0,1,0,0,3
El Salvador Finca Las Duanas,92,0,0,1,0,0,0,0.775,9.0,8.0,8.0,9.0,8.0,"Balanced, deep, sweetly savory. Tamarind, dark chocolate, gardenia, candycap mushroom, almond in aroma and cup. Crispy sweet structure with brisk acidity; satiny mouthfeel. Chocolaty finish with undertones of tamarind and almond.",0,1,0,0,0,3
Papua New Guinea Baroida Washed,92,0,0,0,0,1,0,0.7631578947368421,9.0,8.0,8.0,9.0,8.0,"Crisply sweet, fruit-toned. Plum, apple blossom, oak, caramel, lemon verbena in aroma and cup. Sweet-tart structure with gentle, round acidity; satiny mouthfeel. The finish rounds to notes of caramel-toned plum with a hint of lemon verbena.",0,0,0,0,1,3
Ethiopia Natural Guji Lot D Minor,95,1,0,0,0,0,0,0.7631578947368421,9.0,9.0,9.0,9.0,9.0,"Delicate, high-toned, richly floral. Lilac, cocoa nib, dried apricot, sandalwood, a hint of coconut in aroma and cup. Sweet-tart structure with juicy acidity; plush, syrupy mouthfeel. Rich, deeply aromatic finish that carries over all the notes from the cup; lilac and cocoa nib, in particular.",0,0,0,0,1,3
El Salvador La Guachocha,93,0,0,1,0,0,0,0.7567567567567568,9.0,8.0,9.0,9.0,8.0,"Deep-toned, chocolaty. Chocolate-covered graham cracker, almond, cedar, freesia-like flowers, lemon verbena in aroma and cup. Sweet-toned with gentle, round acidity; full, syrupy mouthfeel. Chocolaty finish with undertones of freesia and almond.",0,0,0,0,1,3
Ethiopia Sidama Keramo Village,94,1,0,0,0,0,0,0.7894736842105263,9.0,9.0,9.0,9.0,8.0,"Delicate, deep, vibrantly sweet-tart. Lilac, dried apricot, cocoa nib, lemon verbena, cedar in aroma and cup. Sweet-tart structure with lively, bright acidity; plush, viscous mouthfeel. The resonant finish centers around notes of apricot and cocoa nib.",0,0,0,0,1,3
Costa Rica Los Cedros,93,0,0,1,0,0,0,0.7402597402597403,9.0,9.0,8.0,9.0,8.0,"Crisply sweet, balanced. Nectarine, caramelized almonds, freesia-like flowers, baking chocolate, cedar in aroma and cup. Sweet structure with bright, juicy acidity; velvety mouthfeel. Almond and chocolate-toned finish.",0,0,0,0,1,3
Ethiopia Neja Fadil,94,1,0,0,0,0,0,0.7435897435897436,9.0,8.0,9.0,9.0,9.0,"Richly sweet-tart, fruit-forward. Dried raspberry, dark chocolate, almond brittle, thyme, lemon verbena in aroma and cup. Brightly sweet with juicy acidity; satiny-smooth mouthfeel. Resonant, flavor-laden finish.",0,0,0,0,1,3
Elida Estate Geisha Natural Dragonfly Reserve,95,0,0,1,0,0,0,0.6923076923076923,9.0,9.0,9.0,9.0,9.0,"Delicate, vibrant, richly tart. Passionfruit, roasted cacao nib, sandalwood, star jasmine, bergamot zest in aroma and cup. Sweet-tart in structure with juicy, bright acidity; buoyant, silky mouthfeel. The long, flavor-saturated finish is redolent with notes of passionfruit, star jasmine and cacoa nib.",0,0,0,0,1,3
Congo Muungano,93,1,0,0,0,0,0,0.775,9.0,8.0,9.0,9.0,8.0,"Crisply sweet, balanced. Plum, orange zest, almond butter, freesia-like flowers, cedar in aroma and cup. Sweet structure with brisk acidity; very smooth, syrupy mouthfeel. The finish consolidates to notes of rich almond butter and orange zest, with cedar undertones.",0,1,0,0,0,3
Peru Buena Vista Valerio Almanza Ccahua,94,0,0,0,0,0,1,0.7692307692307693,9.0,9.0,9.0,9.0,8.0,"Delicate, high-toned, crisply sweet-tart. Guava, pink peppercorn, cocoa nib, tangerine zest, fresh-cut oak in aroma and cup. Sweet-toned with tart-leaning, juicy acidity; delicately silky mouthfeel. The long, flavor-saturated finish centers on guava and pink peppercorn.",0,0,0,0,1,3
Kenya Kiambu “Summer Love”,91,1,0,0,0,0,0,0.7575757575757576,8.0,8.0,8.0,9.0,8.0,"Rich-toned, deeply sweet. Date, magnolia, hazelnut, cedar, agave syrup in aroma and cup. Sweet in structure with round, gentle acidity; satiny-smooth mouthfeel. Finish consolidates to notes of date, hazelnut and cedar.",0,0,1,0,0,3
Burundi Kabarore Commune,92,1,0,0,0,0,0,0.7777777777777778,9.0,8.0,8.0,9.0,8.0,"Delicate, balanced, sweet-toned. Baking chocolate, pear, almond, fresh-cut oak, agave syrup in aroma and cup. Brisk acidity; velvety-smooth mouthfeel. Sweetly nutty finish supported by notes of agave and oak.",0,0,0,0,1,3
Ethiopia Sidamo Yirgalem,92,1,0,0,0,0,0,0.7922077922077922,9.0,8.0,8.0,9.0,8.0,"Crisply sweet, fruit-forward. Blueberry, baking chocolate, fresh-cut fir, cashew, magnolia in aroma and cup. Sweet-toned with gentle acidity; delicate, satiny mouthfeel. The quiet finish centers around notes of blueberry and fir.",0,0,0,0,1,3
Ethiopia Natural Guji Morel Floral Kudume,92,1,0,0,0,0,0,0.7241379310344828,9.0,9.0,8.0,9.0,7.0,"Crisp, cocoa-toned, gently floral. Baking chocolate, orange zest, date, hint of narcissus, fir in aroma and cup. Sweet-tart structure with high-toned acidity; crisply satiny mouthfeel. Gently drying finish with aromatic wood notes supported by orange zest.",0,1,0,0,0,3
Kenya Kibirigwi Thunguri,93,1,0,0,0,0,0,0.7631578947368421,9.0,9.0,8.0,9.0,8.0,"Bright, richly sweet-savory. Blackberry, jasmine, oak, cocoa nib, pink peppercorn in aroma and cup. Sweetly savory structure with lively, juicy acidity; satiny-smooth mouthfeel. The flavor-saturated finish leads with blackberry and jasmine in the short; pink peppercorn and cocoa nib resurface in the long.",0,0,0,0,1,3
Ethiopia Yirgacheffe Worka Sakaro,95,1,0,0,0,0,0,0.7215189873417721,9.0,9.0,9.0,9.0,9.0,"Bright, juicy, citrusy. Star Jasmine, tangerine zest, cocoa nib, almond, hint of spearmint in aroma and cup. Sweet-tart structure with nimble acidity; very smooth, satiny mouthfeel. Floral-toned finish supported by notes of tangerine zest and almond.",0,0,0,0,1,3
Costa Rica Central Valley Brandy Ball,92,0,0,1,0,0,0,0.75,8.0,8.0,9.0,9.0,8.0,"Richly sweet, floral-toned. Freesia-like flowers, orange zest, hazelnut, caramel, cedar in aroma and cup. Sweet structure with gentle, round acidity; full, syrupy-smooth mouthfeel. Crisp floral- and nut-toned finish.",0,0,0,0,1,3
Peru Jheyner Roman,92,0,0,0,0,0,1,0.7567567567567568,9.0,8.0,8.0,9.0,8.0,"Crisply sweet, deep-toned. Pecan pralines, date, magnolia, cedar, baking chocolate in aroma and cup. Sweet structure with brisk acidity; satiny mouthfeel. Notes of baking chocolate lead the quiet finish, supported by pecan and cedar.",0,0,0,0,1,3
Ethiopia Idido Wegida,93,1,0,0,0,0,0,0.7631578947368421,9.0,8.0,9.0,9.0,8.0,"High-toned, sweetly tart. Maple syrup, almond butter, dried apricot, cocoa nib, baking spices in aroma and cup. Sweet-tart structure with pert acidity; velvety-smooth mouthfeel. The flavor-saturated finish centers on maple syrup and dried apricot in the short and cocoa-toned almond butter in the long, with a hint of baking spices.",0,0,0,0,1,3
El Salvador Finca Himalaya Pacamara,92,0,0,1,0,0,0,0.7027027027027027,9.0,8.0,8.0,9.0,8.0,"Crisply sweet, rich-toned. Baker's chocolate, Bing cherry, hibiscus, oak, molasses in aroma and cup. Deeply sweet structure with pert acidity; velvety-smooth mouthfeel. Hibiscus and molasses lead the gently drying finish, with chocolate and oak resurfacing in the long.",0,0,0,0,1,3
Ethiopia Nansebo Worka,95,1,0,0,0,0,0,0.7567567567567568,9.0,9.0,9.0,9.0,9.0,"Delicate, floral-toned. Narcissus-like flowers, honey, cocoa nib, apricot, fresh-cut cedar in aroma and cup. Sweet-tart structure with juicy, vibrant acidity; plush, syrupy mouthfeel. The rich, floral-laden finish is rife with supporting notes of apricot and cocoa nib.",0,0,0,0,1,3
40-Hour Ethiopia Girma Eshetu,93,1,0,0,0,0,0,0.7777777777777778,9.0,8.0,9.0,9.0,8.0,"Richly sweet-savory, complex, nuanced. Butterscotch, hop flowers, sandalwood, dried apricot, candycap mushroom in aroma and cup. Bittersweet structure with gentle, round acidity; very full, syrupy-smooth mouthfeel. The resonant finish consolidates around notes of sandalwood and hop flowers with apricot undertones.",0,0,0,0,1,3
Y-3 Geisha Hacienda Esmeralda,90,0,0,1,0,0,0,0.6904761904761905,8.0,8.0,8.0,9.0,7.0,"Crisply sweet, floral-toned. Roasted cacao nib, green grape, freesia, cedar, maple syrup in aroma and cup. Sweet-tart structure with brisk acidity; satiny-smooth mouthfeel. The finish consolidates to notes of cedar and cacao nib in the short with a hint of freesia in the long.",0,1,0,0,0,3
Ethiopia Dimtu,95,1,0,0,0,0,0,0.7073170731707317,9.0,9.0,9.0,9.0,9.0,"Bright, balanced, aromatically nuanced. Nectarine, cocoa nib, star jasmine, sandalwood, a hint of lychee in aroma and cup. Sweetly tart structure with juicy acidity; lush, syrupy mouthfeel. A resonant, flavor-saturated finish fulfills the balanced, complete promise of the cup. ",0,0,0,0,1,3
Port of Mokha Yemen JSP,97,1,0,0,0,0,0,0.7586206896551724,10.0,9.0,9.0,10.0,9.0,"Deeply sweet, complex, vibrantly rich. Dark chocolate, deep fruit notes (guava, raspberry jam, pineapple), aromatic orchid, frankincense, cedar-toned tobacco in aroma and cup. The acidity, while not bright, is enveloped in an elaborate and balanced structure with deep composure; mouthfeel is full and very syrupy. The short finish is chocolaty and sweet, with floral hints and a fine tobacco note resonating through to the long.",0,0,1,0,0,3
Gachami Kenya,94,1,0,0,0,0,0,0.7777777777777778,9.0,9.0,9.0,9.0,8.0,"Rich-toned, crisply sweet. Passionfruit, agave syrup, narcissus, dark chocolate, sandalwood in aroma and cup. Sweetly tart structure with bright, juicy acidity; plush, syrupy mouthfeel. The long, flavor-saturated finish centers around notes of passionfruit, dark chocolate and sandalwood.",0,0,0,0,1,3
Nano Challa,93,1,0,0,0,0,0,0.6923076923076923,9.0,8.0,9.0,9.0,8.0,"Delicate, sweetly tart. Lemon drop, roasted cacao nib, pink peppercorn, almond, orange zest in aroma and cup. Sweet-tart structure with bright, juicy acidity; satiny-smooth mouthfeel. The resonant finish consolidates to notes of lemon drop and cocoa, with a hint of pink peppercorn.",0,0,0,0,1,3
La Esperanza Borbón,90,0,0,1,0,0,0,0.75,8.0,8.0,8.0,8.0,8.0,"Crisply sweet-tart, balanced. Plum, cocoa nib, almond, violet, elm in aroma and cup. Sweet-tart structure with brisk acidity; satiny-smooth mouthfeel. Gently drying, cocoa- and nut-toned finish with elm undertones.",0,0,0,0,1,3
Hacienda Esmeralda Ethiopian Accessions,95,0,0,1,0,0,0,0.775,9.0,9.0,9.0,9.0,9.0,"Bright, balanced, floral-driven. Ginger blossom, red plum, cocoa nib, tangerine zest, fresh-cut oak in aroma and cup. Juicy-sweet structure with lively acidity; plush, syrupy mouthfeel. Cocoa-toned finish with undertones of tangerine zest.",0,1,0,0,0,3
Kebele Village Ethiopia,93,1,0,0,0,0,0,0.7428571428571429,9.0,9.0,8.0,9.0,8.0,"Richly sweet-tart, high-toned. Cacao nib, pie cherry, lilac, cedar, nougat in aroma and cup. Sweet-tart structure with juicy, vibrant acidity; crisp, velvety mouthfeel. The resonant finish centers around notes of tart stonefruit and cacao nib.",0,0,0,0,1,3
Papua New Guinea Baroida Natural,93,0,0,0,0,1,0,0.7333333333333333,9.0,8.0,9.0,9.0,8.0,"Bright, juicy, richly fruit-centered. Pineapple guava, cocoa nib, marjoram, hazelnut, cedar in aroma and cup. Sweet-tart structure with brisk acidity; plush, syrupy mouthfeel. Fruit-forward finish with undertones of marjoram and cedar.",0,0,0,0,1,3
Panama Finca San Sebastian,94,0,0,1,0,0,0,0.7464788732394366,9.0,9.0,9.0,9.0,8.0,"Rich-toned, chocolaty, exquisitely balanced. Chocolate fudge, pink grapefruit zest, cherry, sandalwood, narcissus in aroma and cup. Sweetly tart structure with bright, juicy acidity; plush, syrupy mouthfeel. The finish consolidates to notes of chocolate fudge and citrus-toned sandalwood.",0,0,0,0,1,3
Rwandan,87,1,0,0,0,0,0,0.7551020408163265,7.0,7.0,8.0,8.0,7.0,"Crisp, chocolaty, roast-framed. Baker’s chocolate, scorched oak, gardenia, hazelnut in aroma and cup. Sweet-savory structure with a touch of acidity; crisp, velvety mouthfeel. Smoky-sweet finish with chocolate notes throughout and a rich floral suggestion.",0,0,0,1,0,3
Panama Elida ASD Natural,94,0,0,1,0,0,0,0.775,9.0,9.0,9.0,9.0,8.0,"Delicate, richly aromatic, sweetly fermenty. Aged grappa, grape candy, dark chocolate, hibiscus flowers, caramel in aroma and cup. Sweetly tart with juicy acidity; very full, satiny mouthfeel. The sweetly fermenty finish centers around notes of aged grappa, grape candy and cedar.",0,1,0,0,0,3
Ka’u Typica Natural,92,0,0,0,1,0,0,0.7402597402597403,9.0,8.0,8.0,9.0,8.0,"Crisply sweet-tart, balanced. Rose hips, almond nougat, orange zest, apricot, cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; velvety-smooth mouthfeel. The finish consolidates to pretty notes of nougat and apricot, with a hint of cedar. ",0,0,0,0,1,3
Mexico Nyarita Canela,92,0,0,1,0,0,0,0.7692307692307693,8.0,8.0,9.0,9.0,8.0,"Crisply sweet, fruit-toned. Dried plum, hazelnut, cocoa powder, marjoram, fresh-cut fir in aroma and cup. Sweet-toned structure with gently fruity acidity; crisp, silky mouthfeel. The finish consolidates to cocoa-toned marjoram with hints of hazelnut.",0,0,0,0,1,3
Rwanda Nyarusiza Station,93,1,0,0,0,0,0,0.7631578947368421,9.0,8.0,9.0,9.0,8.0,"Crisply sweet, floral-toned. Orange blossom, blackberry, cooked taro root, cacao nib, cedar in aroma and cup. Sweetly savory structure with gentle, rounded acidity; full, creamy mouthfeel. A pleasing sweet starchiness akin to taro root surfaces in the finish, integrated with rich floral and fruit tones.",0,0,0,0,1,3
Guo Mei Zhu,93,0,0,0,0,0,1,0.75,9.0,9.0,8.0,9.0,8.0,"Balanced, chocolaty, nut-toned. Baking chocolate, hazelnut butter, date, orange zest, cedar in aroma and cup. Sweet in structure with bright acidity; crisp, velvety mouthfeel. The nut-toned finish is long and very sweet.",0,0,0,0,1,3
Ethiopia Guji Uraga Wolisho Natural,91,1,0,0,0,0,0,0.7435897435897436,8.0,8.0,9.0,8.0,8.0,"Balanced, rich-toned. Pomegranate, baking chocolate, cedar, freesia, almond in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. Wood-framed finish supported by notes of pomegranate and freesia.",0,0,0,0,1,3
Taiwan BA LU NA,92,0,0,0,0,0,0,0.7702702702702703,9.0,8.0,8.0,9.0,8.0,"Crisply sweet, spice-toned. Plum, clove, almond, freesia-like flowers, lemon zest in aroma and cup. Sweet structure with brisk acidity; satiny-smooth mouthfeel. The finish consolidates to notes of freesia and lemon zest.",0,0,0,0,1,3
Peru Washed Santa Monica Gesha,96,0,0,0,0,0,1,0.7532467532467533,9.0,9.0,9.0,10.0,9.0,"Bright, balanced, energetic, tropical. Star jasmine, passion fruit, cocoa nib, bergamot, wild honey in aroma and cup. Richly sweet with elegantly high-toned acidity; buoyantly silky mouthfeel. The long, lingering finish centers around notes of cocoa nib and bergamot with undertones of star jasmine.",0,0,0,0,1,3
Ethiopia Kayon Mountain,94,1,0,0,0,0,0,0.7692307692307693,9.0,9.0,9.0,9.0,8.0,"Richly sweet-tart, high-toned. Apricot nectar, almond nougat, jasmine, cedar, cocoa nib in aroma and cup. Richly sweet-tart structure with juicy-bright acidity; very syrupy, vibrant mouthfeel. Cocoa-toned finish with undertones of apricot and cedar.",0,0,0,0,1,3
Costa Rica Coto Brus-La Amistad,90,0,0,1,0,0,0,0.725,8.0,8.0,8.0,8.0,8.0,"Crisply sweet-tart. Lemon verbena, cherry, oak, cocoa nob, honeysuckle in aroma and cup. Sweet-tart structure with vibrant acidity; velvety mouthfeel. The finish consolidates to notes of cherry and oak.",0,0,0,0,1,3
Colombia Huila Geisha Las Mieles,92,0,0,0,0,0,1,0.7093023255813954,9.0,8.0,8.0,9.0,8.0,"Deep-toned, richly sweet. Cherry, brown sugar, grapefruit zest, dark chocolate, baking spices in aroma and cup. Sweet structure with round, lively acidity; crisply smooth, velvety mouthfeel. Baking spices and dark chocolate characterize the inviting finish.",0,1,0,0,0,3
Ethiopia Yirgacheffe Natural Haru Suke G1,94,1,0,0,0,0,0,0.75,9.0,9.0,9.0,9.0,8.0,"Bright, lively, richly fruit-toned. Dried mango, hazelnut butter, jasmine, honey, cedar in aroma and cup. Sweetly tart with juicy, fruit-toned acidity; very full, syrupy mouthfeel. The resonant finish leads with notes of dried mango and hazelnut supported by honey tones throughout.",0,0,0,0,1,3
